"","article_title","white_authors","black_authors","east_asian_authors","south_asian_authors","latino_authors","mena_authors","native_authors","pacific_authors","other_authors","mixed_authors"
"1335","CPS.40.5.547","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1336","AJPS.59.2.341","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1337","ISQ.55.4.959","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1338","AJPS.55.3.647","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1339","JOP.73.4.1152","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1340","POP.6.4.691","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1341","APSR.107.4.629","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1342","JOP.63.2.482","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1343","JOP.78.1.152","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1344","BJPS.46.3.591","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1345","ISQ.45.1.111","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1346","CPS.48.6.728","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1347","APSR.92.4.809","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1348","ISQ.52.2.335","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1349","APSR.96.2.335","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1350","WP.60.4.539","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1351","AJPS.42.2.398","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1352","AJPS.42.3.903","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1353","AJPS.44.4.792","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1354","JOP.65.1.227","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1355","JOP.74.4.1079","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1356","APSR.101.3.479","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1357","ISQ.44.4.695","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1358","CPS.38.4.388","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1359","AJPS.62.1.148","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1360","CPS.48.14.2010","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1361","AJPS.53.1.90","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1362","JOP.67.4.1122","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1363","AJPS.59.3.578","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1364","WP.50.3.377","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1365","APSR.104.1.1","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1366","CPS.42.8.1068","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1367","IO.67.2.253","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1368","CPS.44.9.1238","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1369","BJPS.40.2.419","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1370","JOP.74.2.383","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1371","CPS.40.2.122","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1372","CPS.48.1.65","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1373","BJPS.35.4.745","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1374","ISQ.48.2.455","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1375","APSR.106.4.762","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1376","AJPS.49.1.1","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1377","AJPS.57.2.391","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1378","AJPS.42.1.294","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1379","AJPS.52.2.252","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1380","WP.64.4.622","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1381","CP.35.1.63","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1382","BJPS.37.3.403","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1383","IO.54.4.775","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1384","IO.56.2.297","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1385","IO.57.4.829","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1386","IO.60.1.137","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1387","IO.62.4.621","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1388","ISQ.57.3.592","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1389","ISQ.60.3.375","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1390","WP.65.4.571","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1391","APSR.106.2.455","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1392","AJPS.45.3.508","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1393","WP.55.3.315","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1394","ISQ.56.4.720","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1395","APSR.101.2.235","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1396","IO.58.4.745","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1397","AJPS.49.3.564","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"1398","JOP.77.3.762","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
